delta_d,delta_f,alpha,Re,Cl,Cd,Cm,Cl_alpha
0.04182,2.45,-9.0,1.25,-0.480511,0.0146,-0.0814,5.87262
0.04182,2.45,-9.0,1.5,-0.477809,0.01403,-0.0826,6.11144
0.04182,2.45,-9.0,1.75,-0.474497,0.01359,-0.0837,6.28697
0.04182,2.45,-9.0,2.0,-0.470886,0.0132,-0.0848,6.43369
0.04182,2.45,-9.0,2.5,-0.463612,0.01262,-0.0868,6.63733
0.04182,2.45,-9.0,3.0,-0.456533,0.0122,-0.0884,6.77401
0.04182,2.45,-9.0,3.5,-0.449895,0.01186,-0.0898,6.88003
0.04182,2.45,-9.0,4.0,-0.443793,0.01156,-0.0912,6.95076
0.04182,2.45,-8.5,0.2,-0.394866,0.02322,-0.0795,3.64194
0.04182,2.45,-8.5,0.3,-0.412977,0.02055,-0.077,4.03402
0.04182,2.45,-8.5,0.4,-0.4242,0.0189,-0.0764,4.47058
0.04182,2.45,-8.5,0.5,-0.430017,0.0178,-0.0766,4.82909
0.04182,2.45,-8.5,0.6,-0.432909,0.01691,-0.0771,5.14323
0.04182,2.45,-8.5,0.7,-0.433609,0.01626,-0.0778,5.3888
0.04182,2.45,-8.5,0.8,-0.43363,0.01575,-0.0785,5.61151
0.04182,2.45,-8.5,0.9,-0.432886,0.01529,-0.0792,5.78607
0.04182,2.45,-8.5,1.0,-0.431638,0.01491,-0.0799,5.92617
0.04182,2.45,-8.5,1.25,-0.42769,0.01421,-0.0815,6.22342
0.04182,2.45,-8.5,1.5,-0.423029,0.01365,-0.0829,6.43308
0.04182,2.45,-8.5,1.75,-0.418303,0.01322,-0.0843,6.58178
0.04182,2.45,-8.5,2.0,-0.413504,0.01287,-0.0855,6.70725
0.04182,2.45,-8.5,2.5,-0.404646,0.01234,-0.0875,6.86753
0.04182,2.45,-8.5,3.0,-0.396521,0.01191,-0.0894,6.9713
0.04182,2.45,-8.5,3.5,-0.389088,0.01158,-0.0909,7.04836
0.04182,2.45,-8.5,4.0,-0.382464,0.01131,-0.0923,7.09779
0.04182,2.45,-8.0,0.2,-0.361373,0.02231,-0.0764,4.03631
0.04182,2.45,-8.0,0.3,-0.37588,0.01983,-0.0748,4.46693
0.04182,2.45,-8.0,0.4,-0.383259,0.01825,-0.0749,4.90865
0.04182,2.45,-8.0,0.5,-0.385991,0.01717,-0.0756,5.25581
0.04182,2.45,-8.0,0.6,-0.386215,0.01638,-0.0765,5.55179
0.04182,2.45,-8.0,0.7,-0.38486,0.01578,-0.0774,5.7763
0.04182,2.45,-8.0,0.8,-0.383021,0.01527,-0.0783,5.97928
0.04182,2.45,-8.0,0.9,-0.38083,0.01486,-0.0792,6.13561
0.04182,2.45,-8.0,1.0,-0.378433,0.01452,-0.08,6.25863
0.04182,2.45,-8.0,1.25,-0.372057,0.01383,-0.0819,6.51734
0.04182,2.45,-8.0,1.5,-0.365702,0.01331,-0.0835,6.69582
0.04182,2.45,-8.0,1.75,-0.359792,0.01292,-0.085,6.81876
0.04182,2.45,-8.0,2.0,-0.353988,0.01259,-0.0863,6.92374
0.04182,2.45,-8.0,2.5,-0.343903,0.01206,-0.0886,7.04544
0.04182,2.45,-8.0,3.0,-0.334999,0.01167,-0.0904,7.12127
0.04182,2.45,-8.0,3.5,-0.327001,0.01136,-0.0921,7.1744
0.04182,2.45,-8.0,4.0,-0.320021,0.0111,-0.0936,7.20749
0.04182,2.45,-7.5,0.2,-0.324407,0.02147,-0.074,4.43505
0.04182,2.45,-7.5,0.3,-0.335054,0.01909,-0.0732,4.88636
0.04182,2.45,-7.5,0.4,-0.338608,0.01766,-0.0739,5.31916
0.04182,2.45,-7.5,0.5,-0.33839,0.01664,-0.0751,5.6469
0.04182,2.45,-7.5,0.6,-0.336137,0.01593,-0.0763,5.91766
0.04182,2.45,-7.5,0.7,-0.332927,0.01533,-0.0774,6.11772
0.04182,2.45,-7.5,0.8,-0.329418,0.01487,-0.0785,6.29689
0.04182,2.45,-7.5,0.9,-0.325952,0.0145,-0.0795,6.43274
0.04182,2.45,-7.5,1.0,-0.32256,0.01416,-0.0804,6.53778
0.04182,2.45,-7.5,1.25,-0.314101,0.0135,-0.0825,6.75626
0.04182,2.45,-7.5,1.5,-0.306325,0.01303,-0.0843,6.90347
0.04182,2.45,-7.5,1.75,-0.299448,0.01264,-0.0859,7.00272
0.04182,2.45,-7.5,2.0,-0.292812,0.01232,-0.0873,7.08869
0.04182,2.45,-7.5,2.5,-0.281812,0.01183,-0.0896,7.17766
0.04182,2.45,-7.5,3.0,-0.272349,0.01146,-0.0916,7.23086
0.04182,2.45,-7.5,3.5,-0.263973,0.01115,-0.0934,7.26531
0.04182,2.45,-7.5,4.0,-0.256759,0.0109,-0.0949,7.28676
0.04182,2.45,-7.0,0.2,-0.284,0.02065,-0.0721,4.82243
0.04182,2.45,-7.0,0.3,-0.290674,0.01845,-0.0722,5.2794
0.04182,2.45,-7.0,0.4,-0.290532,0.01712,-0.0734,5.69199
0.04182,2.45,-7.0,0.5,-0.287561,0.0162,-0.0749,5.99449
0.04182,2.45,-7.0,0.6,-0.283072,0.0155,-0.0764,6.23552
0.04182,2.45,-7.0,0.7,-0.27823,0.01495,-0.0777,6.40958
0.04182,2.45,-7.0,0.8,-0.27327,0.01453,-0.0789,6.56285
0.04182,2.45,-7.0,0.9,-0.268711,0.01416,-0.08,6.67745
0.04182,2.45,-7.0,1.0,-0.264479,0.01384,-0.0811,6.76473
0.04182,2.45,-7.0,1.25,-0.254288,0.01323,-0.0833,6.94368
0.04182,2.45,-7.0,1.5,-0.245359,0.01277,-0.0852,7.06116
0.04182,2.45,-7.0,1.75,-0.237709,0.01239,-0.0869,7.13948
0.04182,2.45,-7.0,2.0,-0.230399,0.01209,-0.0884,7.20841
0.04182,2.45,-7.0,2.5,-0.218742,0.01163,-0.0908,7.27101
0.04182,2.45,-7.0,3.0,-0.208894,0.01126,-0.0929,7.30687
0.04182,2.45,-7.0,3.5,-0.20028,0.01097,-0.0947,7.32773
0.04182,2.45,-7.0,4.0,-0.192914,0.01074,-0.0962,7.34171
0.04182,2.45,-6.5,0.2,-0.240312,0.01992,-0.0708,5.18494
0.04182,2.45,-6.5,0.3,-0.243018,0.0179,-0.0716,5.63564
0.04182,2.45,-6.5,0.4,-0.239396,0.01665,-0.0733,6.01959
0.04182,2.45,-6.5,0.5,-0.233909,0.0158,-0.0751,6.29317
0.04182,2.45,-6.5,0.6,-0.227455,0.01513,-0.0768,6.50232
0.04182,2.45,-6.5,0.7,-0.221208,0.01463,-0.0782,6.65045
0.04182,2.45,-6.5,0.8,-0.215024,0.01422,-0.0795,6.7775
0.04182,2.45,-6.5,0.9,-0.209557,0.01387,-0.0808,6.87137
0.04182,2.45,-6.5,1.0,-0.204637,0.01357,-0.0819,6.94202
0.04182,2.45,-6.5,1.25,-0.193048,0.013,-0.0842,7.08411
0.04182,2.45,-6.5,1.5,-0.183213,0.01254,-0.0863,7.17467
0.04182,2.45,-6.5,1.75,-0.17496,0.01219,-0.088,7.2352
0.04182,2.45,-6.5,2.0,-0.167114,0.01191,-0.0895,7.2894
0.04182,2.45,-6.5,2.5,-0.155003,0.01145,-0.0921,7.33206
0.04182,2.45,-6.5,3.0,-0.1449,0.0111,-0.0943,7.35555
0.04182,2.45,-6.5,3.5,-0.136146,0.01083,-0.0961,7.3675
0.04182,2.45,-6.5,4.0,-0.128677,0.0106,-0.0977,7.37754
0.04182,2.45,-6.0,0.2,-0.19361,0.01926,-0.0701,5.5117
0.04182,2.45,-6.0,0.3,-0.192444,0.0174,-0.0714,5.94726
0.04182,2.45,-6.0,0.4,-0.185617,0.01624,-0.0735,6.29694
0.04182,2.45,-6.0,0.5,-0.177876,0.01544,-0.0755,6.5398
0.04182,2.45,-6.0,0.6,-0.169737,0.01482,-0.0773,6.71699
0.04182,2.45,-6.0,0.7,-0.162305,0.01434,-0.0789,6.84058
0.04182,2.45,-6.0,0.8,-0.155124,0.01396,-0.0803,6.94258
0.04182,2.45,-6.0,0.9,-0.148922,0.01362,-0.0816,7.01729
0.04182,2.45,-6.0,1.0,-0.143453,0.01334,-0.0828,7.07316
0.04182,2.45,-6.0,1.25,-0.130769,0.01279,-0.0852,7.18249
0.04182,2.45,-6.0,1.5,-0.120249,0.01236,-0.0874,7.24989
0.04182,2.45,-6.0,1.75,-0.111532,0.01202,-0.0892,7.29601
0.04182,2.45,-6.0,2.0,-0.103269,0.01175,-0.0907,7.3379
0.04182,2.45,-6.0,2.5,-0.0908503,0.0113,-0.0934,7.36676
0.04182,2.45,-6.0,3.0,-0.0805791,0.01097,-0.0956,7.38238
0.04182,2.45,-6.0,3.5,-0.0717447,0.01071,-0.0975,7.38952
0.04182,2.45,-6.0,4.0,-0.0641951,0.01048,-0.0992,7.39844
0.04182,2.45,-5.5,0.2,-0.144243,0.01865,-0.0698,5.79469
0.04182,2.45,-5.5,0.3,-0.139364,0.01695,-0.0716,6.20908
0.04182,2.45,-5.5,0.4,-0.129648,0.01588,-0.0739,6.52134
0.04182,2.45,-5.5,0.5,-0.119922,0.01512,-0.0761,6.73334
0.04182,2.45,-5.5,0.6,-0.110371,0.01455,-0.078,6.88019
0.04182,2.45,-5.5,0.7,-0.10196,0.01409,-0.0797,6.98162
0.04182,2.45,-5.5,0.8,-0.0939896,0.01373,-0.0812,7.06092
0.04182,2.45,-5.5,0.9,-0.0872112,0.01341,-0.0826,7.11881
0.04182,2.45,-5.5,1.0,-0.0813099,0.01314,-0.0838,7.16223
0.04182,2.45,-5.5,1.25,-0.0677971,0.01261,-0.0864,7.24396
0.04182,2.45,-5.5,1.5,-0.0567737,0.0122,-0.0886,7.29252
0.04182,2.45,-5.5,1.75,-0.0477053,0.01187,-0.0904,7.32759
0.04182,2.45,-5.5,2.0,-0.0391216,0.01161,-0.092,7.35964
0.04182,2.45,-5.5,2.5,-0.0264902,0.01119,-0.0948,7.38033
0.04182,2.45,-5.5,3.0,-0.0161028,0.01087,-0.097,7.39195
0.04182,2.45,-5.5,3.5,-0.00721442,0.01061,-0.0989,7.3977
0.04182,2.45,-5.5,4.0,0.000416091,0.01039,-0.1006,7.40761
0.04182,2.45,-5.0,0.2,-0.0926164,0.01801,-0.0702,6.02873
0.04182,2.45,-5.0,0.3,-0.0842279,0.01651,-0.0722,6.41837
0.04182,2.45,-5.0,0.4,-0.0719538,0.01554,-0.0747,6.69225
0.04182,2.45,-5.0,0.5,-0.060509,0.01484,-0.077,6.87459
0.04182,2.45,-5.0,0.6,-0.0497987,0.01431,-0.079,6.99401
0.04182,2.45,-5.0,0.7,-0.040588,0.01387,-0.0807,7.07633
0.04182,2.45,-5.0,0.8,-0.0320133,0.01352,-0.0823,7.13614
0.04182,2.45,-5.0,0.9,-0.0246054,0.01323,-0.0838,7.16215
0.04182,2.45,-5.0,1.0,-0.0185576,0.01297,-0.0849,7.21364
0.04182,2.45,-5.0,1.25,-0.00443127,0.01246,-0.0876,7.27349
0.04182,2.45,-5.0,1.5,0.00695044,0.01207,-0.0898,7.30783
0.04182,2.45,-5.0,1.75,0.0162885,0.01175,-0.0918,7.33508
0.04182,2.45,-5.0,2.0,0.0251176,0.0115,-0.0934,7.35965
0.04182,2.45,-5.0,2.5,0.037912,0.01109,-0.0962,7.37708
0.04182,2.45,-5.0,3.0,0.0483953,0.01077,-0.0985,7.38791
0.04182,2.45,-5.0,3.5,0.0573379,0.01053,-0.1004,7.39499
0.04182,2.45,-5.0,4.0,0.0650646,0.01031,-0.1021,7.4073
0.04182,2.45,-4.5,0.2,-0.0391713,0.01716,-0.0723,6.21134
0.04182,2.45,-4.5,0.3,-0.0274968,0.01602,-0.0736,6.57467
0.04182,2.45,-4.5,0.4,-0.0129976,0.01519,-0.0759,6.81104
0.04182,2.45,-4.5,0.5,-8.32827e-05,0.01455,-0.0782,6.96592
0.04182,2.45,-4.5,0.6,0.0117651,0.014045,-0.08055,7.04071
0.04182,2.45,-4.5,0.7,0.0214212,0.01366,-0.082,7.12837
0.04182,2.45,-4.5,0.8,0.0305275,0.013325,-0.08385,7.15517
0.04182,2.45,-4.5,0.9,0.0380004,0.01305,-0.085,7.2055
0.04182,2.45,-4.5,1.0,0.0444956,0.01281,-0.0863,7.23194
0.04182,2.45,-4.5,1.25,0.0590702,0.01232,-0.089,7.27581
0.04182,2.45,-4.5,1.5,0.0707063,0.01195,-0.0912,7.30052
0.04182,2.45,-4.5,1.75,0.0802588,0.01165,-0.0932,7.3229
0.04182,2.45,-4.5,2.0,0.0892779,0.0114,-0.0949,7.34222
0.04182,2.45,-4.5,2.5,0.102225,0.01101,-0.0976,7.36044
0.04182,2.45,-4.5,3.0,0.112809,0.0107,-0.1,7.37301
0.04182,2.45,-4.5,3.5,0.121827,0.01046,-0.1019,7.38341
0.04182,2.45,-4.5,4.0,0.129675,0.01026,-0.1036,7.39898
0.04182,2.45,-4.0,0.2,0.0156422,0.01715,-0.0721,6.34253
0.04182,2.45,-4.0,0.3,0.030372,0.01554,-0.0758,6.67954
0.04182,2.45,-4.0,0.4,0.0467781,0.01459,-0.0792,6.88066
0.04182,2.45,-4.0,0.5,0.0609346,0.01418,-0.0804,7.01099
0.04182,2.45,-4.0,0.6,0.0733289,0.01378,-0.0821,7.08742
0.04182,2.45,-4.0,0.7,0.0837139,0.01343,-0.0838,7.14204
0.04182,2.45,-4.0,0.8,0.0930683,0.01313,-0.0854,7.1742
0.04182,2.45,-4.0,0.9,0.100876,0.01288,-0.0867,7.19969
0.04182,2.45,-4.0,1.0,0.10758,0.01265,-0.088,7.22161
0.04182,2.45,-4.0,1.25,0.122489,0.01219,-0.0907,7.25524
0.04182,2.45,-4.0,1.5,0.134315,0.01185,-0.0928,7.27465
0.04182,2.45,-4.0,1.75,0.144051,0.01156,-0.0948,7.29477
0.04182,2.45,-4.0,2.0,0.153061,0.011315,-0.09665,7.30522
0.04182,2.45,-4.0,2.5,0.166345,0.01094,-0.0993,7.33303
0.04182,2.45,-4.0,3.0,0.177053,0.01065,-0.1015,7.34921
0.04182,2.45,-4.0,3.5,0.186181,0.01041,-0.1036,7.36424
0.04182,2.45,-4.0,4.0,0.19418,0.01021,-0.1053,7.38338
0.04182,2.45,-3.5,0.2,0.0713833,0.01719,-0.0718,6.42445
0.04182,2.45,-3.5,0.3,0.0889428,0.01559,-0.0759,6.7362
0.04182,2.45,-3.5,0.4,0.106962,0.01463,-0.0795,6.90535
0.04182,2.45,-3.5,0.5,0.122161,0.01395,-0.0826,7.01448
0.04182,2.45,-3.5,0.6,0.135154,0.01344,-0.0853,7.07604
0.04182,2.45,-3.5,0.7,0.145976,0.01304,-0.0876,7.12208
0.04182,2.45,-3.5,0.8,0.155573,0.01279,-0.0888,7.14627
0.04182,2.45,-3.5,0.9,0.163581,0.01262,-0.0896,7.16718
0.04182,2.45,-3.5,1.0,0.170466,0.01245,-0.0905,7.187
0.04182,2.45,-3.5,1.25,0.185643,0.01205,-0.0928,7.21565
0.04182,2.45,-3.5,1.5,0.197629,0.01172,-0.095,7.23366
0.04182,2.45,-3.5,1.75,0.207539,0.01146,-0.0968,7.25372
0.04182,2.45,-3.5,2.0,0.216843,0.01123,-0.0984,7.26821
0.04182,2.45,-3.5,2.5,0.230185,0.01087,-0.1012,7.29669
0.04182,2.45,-3.5,3.0,0.241055,0.01059,-0.1034,7.31773
0.04182,2.45,-3.5,3.5,0.250337,0.01036,-0.1054,7.33807
0.04182,2.45,-3.5,4.0,0.258518,0.01017,-0.107,7.36073
0.04182,2.45,-3.0,0.2,0.127638,0.01725,-0.0715,6.46099
0.04182,2.45,-3.0,0.3,0.147814,0.01567,-0.0759,6.74922
0.04182,2.45,-3.0,0.4,0.167184,0.01471,-0.0796,6.89033
0.04182,2.45,-3.0,0.5,0.183255,0.01403,-0.0829,6.9818
0.04182,2.45,-3.0,0.6,0.196737,0.01353,-0.0856,7.03284
0.04182,2.45,-3.0,0.7,0.207934,0.01313,-0.088,7.07349
0.04182,2.45,-3.0,0.8,0.217721,0.0128,-0.09,7.09333
0.04182,2.45,-3.0,0.9,0.225902,0.01252,-0.0918,7.11241
0.04182,2.45,-3.0,1.0,0.232959,0.01228,-0.0934,7.13222
0.04182,2.45,-3.0,1.25,0.248381,0.0118,-0.0969,7.16048
0.04182,2.45,-3.0,1.5,0.26053,0.01151,-0.0988,7.18037
0.04182,2.45,-3.0,1.75,0.270622,0.01132,-0.0998,7.20213
0.04182,2.45,-3.0,2.0,0.279808,0.011125,-0.1015,7.21271
0.04182,2.45,-3.0,2.5,0.293674,0.01082,-0.1033,7.25266
0.04182,2.45,-3.0,3.0,0.304751,0.01055,-0.1054,7.27922
0.04182,2.45,-3.0,3.5,0.314234,0.01033,-0.1074,7.30503
0.04182,2.45,-3.0,4.0,0.322628,0.01015,-0.109,7.33081
0.04182,2.45,-2.5,0.2,0.184032,0.01735,-0.0713,6.45742
0.04182,2.45,-2.5,0.3,0.206628,0.01577,-0.0759,6.72416
0.04182,2.45,-2.5,0.4,0.227122,0.01481,-0.0798,6.84151
0.04182,2.45,-2.5,0.5,0.243928,0.01414,-0.0831,6.9188
0.04182,2.45,-2.5,0.6,0.257823,0.01363,-0.0859,6.96332
0.04182,2.45,-2.5,0.7,0.269363,0.01323,-0.0883,7.00135
0.04182,2.45,-2.5,0.8,0.279316,0.0129,-0.0904,7.02003
0.04182,2.45,-2.5,0.9,0.287664,0.01262,-0.0922,7.03962
0.04182,2.45,-2.5,1.0,0.294899,0.01238,-0.0939,7.0611
0.04182,2.45,-2.5,1.25,0.31058,0.01191,-0.0974,7.09272
0.04182,2.45,-2.5,1.5,0.322921,0.01154,-0.1002,7.11708
0.04182,2.45,-2.5,1.75,0.333215,0.01125,-0.1026,7.14183
0.04182,2.45,-2.5,2.0,0.342773,0.01102,-0.1046,7.1572
0.04182,2.45,-2.5,2.5,0.356747,0.01064,-0.1081,7.20165
0.04182,2.45,-2.5,3.0,0.368081,0.01045,-0.109,7.23393
0.04182,2.45,-2.5,3.5,0.377813,0.01027,-0.1103,7.26489
0.04182,2.45,-2.5,4.0,0.386443,0.01011,-0.1116,7.2932
0.04182,2.45,-2.0,0.2,0.240242,0.01748,-0.0709,6.41994
0.04182,2.45,-2.0,0.3,0.26508,0.0159,-0.0758,6.66721
0.04182,2.45,-2.0,0.4,0.28651,0.01494,-0.0798,6.76512
0.04182,2.45,-2.0,0.5,0.30394,0.01426,-0.0833,6.83156
0.04182,2.45,-2.0,0.6,0.318209,0.01375,-0.0861,6.87301
0.04182,2.45,-2.0,0.7,0.330077,0.01335,-0.0886,6.91069
0.04182,2.45,-2.0,0.8,0.340198,0.01302,-0.0907,6.93084
0.04182,2.45,-2.0,0.9,0.348726,0.01274,-0.0926,6.95277
0.04182,2.45,-2.0,1.0,0.356161,0.0125,-0.0943,6.97717
0.04182,2.45,-2.0,1.25,0.372143,0.01202,-0.0978,7.01497
0.04182,2.45,-2.0,1.5,0.384723,0.01166,-0.1007,7.04561
0.04182,2.45,-2.0,1.75,0.395249,0.01137,-0.1031,7.07421
0.04182,2.45,-2.0,2.0,0.404948,0.01113,-0.1052,7.0914
0.04182,2.45,-2.0,2.5,0.419347,0.01075,-0.1086,7.14402
0.04182,2.45,-2.0,3.0,0.430987,0.01045,-0.1115,7.18177
0.04182,2.45,-2.0,3.5,0.441009,0.01022,-0.1139,7.21721
0.04182,2.45,-2.0,4.0,0.449894,0.01002,-0.116,7.24732
0.04182,2.45,-1.5,0.2,0.296002,0.01764,-0.0706,6.35526
0.04182,2.45,-1.5,0.3,0.322919,0.01605,-0.0757,6.58489
0.04182,2.45,-1.5,0.4,0.345134,0.01508,-0.0799,6.66751
0.04182,2.45,-1.5,0.5,0.363108,0.01441,-0.0834,6.7261
0.04182,2.45,-1.5,0.6,0.377735,0.01389,-0.0863,6.76729
0.04182,2.45,-1.5,0.7,0.389937,0.01349,-0.0888,6.80631
0.04182,2.45,-1.5,0.8,0.400248,0.01316,-0.091,6.82993
0.04182,2.45,-1.5,0.9,0.408982,0.01287,-0.0929,6.85551
0.04182,2.45,-1.5,1.0,0.416646,0.01263,-0.0946,6.88363
0.04182,2.45,-1.5,1.25,0.432992,0.01215,-0.0982,6.92943
0.04182,2.45,-1.5,1.5,0.445871,0.01178,-0.1011,6.96743
0.04182,2.45,-1.5,1.75,0.456665,0.01149,-0.1035,7.0003
0.04182,2.45,-1.5,2.0,0.466524,0.01125,-0.1056,7.01983
0.04182,2.45,-1.5,2.5,0.481415,0.01086,-0.1091,7.07988
0.04182,2.45,-1.5,3.0,0.493406,0.01057,-0.112,7.12253
0.04182,2.45,-1.5,3.5,0.503754,0.01033,-0.1144,7.16149
0.04182,2.45,-1.5,4.0,0.512907,0.01013,-0.1165,7.19261
0.04182,2.45,-1.0,0.2,0.351103,0.01782,-0.0702,6.27023
0.04182,2.45,-1.0,0.3,0.379953,0.01623,-0.0756,6.48367
0.04182,2.45,-1.0,0.4,0.402836,0.01525,-0.0798,6.55483
0.04182,2.45,-1.0,0.5,0.421297,0.01457,-0.0834,6.60819
0.04182,2.45,-1.0,0.6,0.43629,0.01405,-0.0864,6.65122
0.04182,2.45,-1.0,0.7,0.448843,0.01364,-0.089,6.69271
0.04182,2.45,-1.0,0.8,0.45938,0.01331,-0.0912,6.72115
0.04182,2.45,-1.0,0.9,0.468356,0.01302,-0.0932,6.75114
0.04182,2.45,-1.0,1.0,0.476283,0.01278,-0.0949,6.78331
0.04182,2.45,-1.0,1.25,0.493067,0.01229,-0.0985,6.83801
0.04182,2.45,-1.0,1.5,0.506311,0.01192,-0.1015,6.88369
0.04182,2.45,-1.0,1.75,0.517411,0.01162,-0.1039,6.92085
0.04182,2.45,-1.0,2.0,0.527452,0.01138,-0.1061,6.94299
0.04182,2.45,-1.0,2.5,0.542895,0.01099,-0.1096,7.00923
0.04182,2.45,-1.0,3.0,0.555277,0.01069,-0.1125,7.05593
0.04182,2.45,-1.0,3.5,0.565976,0.01045,-0.1149,7.09729
0.04182,2.45,-1.0,4.0,0.575402,0.01025,-0.117,7.12862
0.04182,2.45,-0.5,0.2,0.405398,0.01804,-0.0697,6.17148
0.04182,2.45,-0.5,0.3,0.436044,0.01643,-0.0753,6.36976
0.04182,2.45,-0.5,0.4,0.459511,0.01545,-0.0797,6.43283
0.04182,2.45,-0.5,0.5,0.478422,0.01476,-0.0834,6.48316
0.04182,2.45,-0.5,0.6,0.493804,0.01423,-0.0865,6.5294
0.04182,2.45,-0.5,0.7,0.506732,0.01382,-0.0891,6.57397
0.04182,2.45,-0.5,0.8,0.517541,0.01348,-0.0914,6.60791
0.04182,2.45,-0.5,0.9,0.5268,0.01319,-0.0933,6.64257
0.04182,2.45,-0.5,1.0,0.535024,0.01294,-0.0951,6.67871
0.04182,2.45,-0.5,1.25,0.552325,0.01245,-0.0988,6.74229
0.04182,2.45,-0.5,1.5,0.566,0.01207,-0.1018,6.79531
0.04182,2.45,-0.5,1.75,0.577442,0.01177,-0.1043,6.83647
0.04182,2.45,-0.5,2.0,0.587688,0.01152,-0.1064,6.86121
0.04182,2.45,-0.5,2.5,0.60373,0.01113,-0.11,6.93202
0.04182,2.45,-0.5,3.0,0.616533,0.01083,-0.1129,6.98173
0.04182,2.45,-0.5,3.5,0.627599,0.01059,-0.1153,7.02426
0.04182,2.45,-0.5,4.0,0.637297,0.01038,-0.1175,7.05507
0.04182,2.45,0.0,0.2,0.458794,0.01828,-0.0692,6.06512
0.04182,2.45,0.0,0.3,0.491106,0.01666,-0.075,6.24881
0.04182,2.45,0.0,0.4,0.515098,0.01566,-0.0795,6.30665
0.04182,2.45,0.0,0.5,0.534442,0.01496,-0.0833,6.35571
0.04182,2.45,0.0,0.6,0.550245,0.01443,-0.0865,6.40589
0.04182,2.45,0.0,0.7,0.563576,0.01401,-0.0891,6.45364
0.04182,2.45,0.0,0.8,0.574705,0.01366,-0.0914,6.49319
0.04182,2.45,0.0,0.9,0.584286,0.01337,-0.0935,6.53229
0.04182,2.45,0.0,1.0,0.592842,0.01312,-0.0953,6.57197
0.04182,2.45,0.0,1.25,0.610734,0.01261,-0.099,6.64364
0.04182,2.45,0.0,1.5,0.624901,0.01223,-0.102,6.70307
0.04182,2.45,0.0,1.75,0.636717,0.01193,-0.1046,6.74762
0.04182,2.45,0.0,2.0,0.64719,0.01168,-0.1067,6.77477
0.04182,2.45,0.0,2.5,0.663863,0.01128,-0.1103,6.84827
0.04182,2.45,0.0,3.0,0.677109,0.01097,-0.1133,6.89982
0.04182,2.45,0.0,3.5,0.688546,0.01073,-0.1157,6.94229
0.04182,2.45,0.0,4.0,0.698508,0.01052,-0.1178,6.97189
0.04182,2.45,0.5,0.2,0.511248,0.01856,-0.0686,5.95642
0.04182,2.45,0.5,0.3,0.5451,0.01691,-0.0746,6.12574
0.04182,2.45,0.5,0.4,0.569583,0.0159,-0.0792,6.18068
0.04182,2.45,0.5,0.5,0.589355,0.01519,-0.0831,6.22982
0.04182,2.45,0.5,0.6,0.605613,0.01465,-0.0863,6.28405
0.04182,2.45,0.5,0.7,0.619373,0.01422,-0.0891,6.33469
0.04182,2.45,0.5,0.8,0.630871,0.01387,-0.0914,6.37942
0.04182,2.45,0.5,0.9,0.640811,0.01357,-0.0935,6.42237
0.04182,2.45,0.5,1.0,0.649726,0.01331,-0.0953,6.46485
0.04182,2.45,0.5,1.25,0.668273,0.0128,-0.0991,6.54318
0.04182,2.45,0.5,1.5,0.682982,0.01241,-0.1022,6.60762
0.04182,2.45,0.5,1.75,0.695199,0.0121,-0.1048,6.65475
0.04182,2.45,0.5,2.0,0.705917,0.01184,-0.107,6.68392
0.04182,2.45,0.5,2.5,0.723236,0.01144,-0.1106,6.7581
0.04182,2.45,0.5,3.0,0.736936,0.01113,-0.1136,6.81026
0.04182,2.45,0.5,3.5,0.748739,0.01089,-0.116,6.85146
0.04182,2.45,0.5,4.0,0.758952,0.01072,-0.1181,6.87931
0.04182,2.45,1.0,0.2,0.562759,0.01887,-0.0679,5.84969
0.04182,2.45,1.0,0.3,0.598026,0.0172,-0.0742,6.00457
0.04182,2.45,1.0,0.4,0.622983,0.01617,-0.0789,6.05841
0.04182,2.45,1.0,0.5,0.643187,0.01545,-0.0828,6.10863
0.04182,2.45,1.0,0.6,0.659935,0.01489,-0.0861,6.16651
0.04182,2.45,1.0,0.7,0.674148,0.01445,-0.0889,6.21946
0.04182,2.45,1.0,0.8,0.686056,0.01409,-0.0914,6.26853
0.04182,2.45,1.0,0.9,0.696383,0.01378,-0.0935,6.31441
0.04182,2.45,1.0,1.0,0.705678,0.01352,-0.0953,6.35875
0.04182,2.45,1.0,1.25,0.724931,0.013,-0.0992,6.44181
0.04182,2.45,1.0,1.5,0.740218,0.0126,-0.1023,6.50951
0.04182,2.45,1.0,1.75,0.752854,0.01228,-0.1049,6.55825
0.04182,2.45,1.0,2.0,0.763834,0.01202,-0.1072,6.58892
0.04182,2.45,1.0,2.5,0.781796,0.01161,-0.1108,6.66176
0.04182,2.45,1.0,3.0,0.795949,0.01132,-0.1138,6.71331
0.04182,2.45,1.0,3.5,0.808102,0.01113,-0.1161,6.75213
0.04182,2.45,1.0,4.0,0.818548,0.01093,-0.1183,6.77777
0.04182,2.45,1.5,0.2,0.613359,0.01921,-0.0671,5.74807
0.04182,2.45,1.5,0.3,0.649914,0.01751,-0.0736,5.88828
0.04182,2.45,1.5,0.4,0.675341,0.01646,-0.0784,5.94237
0.04182,2.45,1.5,0.5,0.695991,0.01572,-0.0824,5.99436
0.04182,2.45,1.5,0.6,0.713257,0.01516,-0.0858,6.05514
0.04182,2.45,1.5,0.7,0.727939,0.0147,-0.0886,6.10959
0.04182,2.45,1.5,0.8,0.74029,0.01433,-0.0911,6.16186
